# GeneMark.hmm-2 LST format
# GeneMark.hmm-2 prokaryotic version: 1.06
# File with sequence: tmpseq.fna
# File with native parameters: itr_1.mod
# File with MetaGeneMark parameters: /home/karl/repos/repos-gms2/bin/mgm_11.mod
#
# translation table: 11
# output date start: Sun Oct 28 17:19:54 2018

# sequence-region 1 4411532
SequenceID: anydef
     1   +   <1    1524    1524 nativebacarc native
  2622   +    2868860    2869237     378 nativebacarc  0 3 native
  2623   -    2869253    2869627     375 nativebacarc  0 3 native
  2624   -    2869727    2870122     396 nativebacarc  0 3 native
  2625   -    2870119    2870340     222 nativebacarc  0 3 native
  2626   -    2870775    2871194     420 nativebacarc  0 3 native
  2627   -    2871206    2872015     810 nativebacarc  0 3 native
  2628   -    2872012    2873265    1254 nativebacarc  0 3 native
  2629   -    2873258    2873686     429 nativebacarc  0 3 native
  2630   -    2873771    2876485    2715 nativebacarc  0 3 native
  2631   -    2876576    2876977     402 nativebacarc  0 3 native
  2632   +    2877108    2877746     639 nativebacarc  0 3 native
  2633   +    2877918    2878541     624 nativebacarc  0 3 native
  2634   -    2878571    2879929    1359 nativebacarc  0 3 native
  2635   +    2880075    2881052     978 nativebacarc  0 3 native
  2636   +    2881641    2882147     507 nativebacarc  0 3 atypical
  2637   +    2882374    2883339     966 nativebacarc  0 3 native
  2638   +    2883342    2884334     993 nativebacarc  0 3 native
  2639   +    2884611    2886362    1752 nativebacarc  0 3 native
  2640   +    2886454    2889795    3342 nativebacarc  0 3 native
  2641   +    2889795    2892449    2655 nativebacarc  0 3 native
  2642   -    2892446    2893372     927 nativebacarc  0 3 native
  2643   -    2893464    2894408     945 nativebacarc  0 3 native
  2644   +    2894512    2894901     390 nativebacarc  0 3 native
  2645   -    2894893    2895960    1068 nativebacarc  0 3 native
  2646   -    2896013    2897803    1791 nativebacarc  0 3 native
  2647   +    2897956    2898783     828 nativebacarc  0 3 native
  2648   +    2898806    2899309     504 nativebacarc  0 3 native
  2649   +    2899339    2900220     882 nativebacarc  0 3 native
  2650   -    2900226    2900630     405 nativebacarc  0 3 native
  2651   +    2901110    2902507    1398 nativebacarc  0 3 native
  2652   -    2902509    2903531    1023 nativebacarc  0 3 native
  2653   +    2903639    2904541     903 nativebacarc  0 3 native
  2654   -    2904821    2906092    1272 nativebacarc  0 3 native
  2655   -    2906089    2906763     675 nativebacarc  0 3 native
  2656   +    2906862    2907740     879 nativebacarc  0 3 native
  2657   -    2907826    2910207    2382 nativebacarc  0 3 native
  2658   -    2910229    2910744     516 nativebacarc  0 3 native
  2659   -    2911004    2912677    1674 nativebacarc  0 3 native
  2660   -    2912683    2914011    1329 nativebacarc  0 3 native
  2661   -    2914015    2915736    1722 nativebacarc  0 3 native
  2662   -    2915846    2916193     348 nativebacarc  0 3 native
  2663   +    2916360    2917709    1350 nativebacarc  0 3 native
  2664   +    2917871    2921377    3507 nativebacarc  0 3 native
  2665   +    2921551    2923182    1632 nativebacarc  0 3 native
  2666   -    2923199    2924233    1035 nativebacarc  0 3 native
  2667   -    2924230    2924820     591 nativebacarc  0 3 native
  2668   -    2924817    2925374     558 nativebacarc  0 3 native
  2669   +    2925492    2925737     246 nativebac  0 3 native
  2670   +    2925734    2926138     405 nativebacarc  0 3 native
  2671   +    2926355    2926975     621 nativebacarc  0 3 native
  2672   +    2927046    2927480     435 nativebac  0 3 native
  2673   +    2927477    2927908     432 nativebac  0 3 native
  2674   +    2927993    2928391     399 nativebacarc  0 3 native
  2675   +    2928388    2929959    1572 nativebacarc  0 3 native
  2676   +    2930070    2930357     288 nativebac  0 3 atypical
  2677   +    2930344    2930784     441 nativebacarc  0 3 native
  2678   -    2930805    2931560     756 nativebacarc  0 3 native
  2679   -    2931693    2932289     597 nativebacarc  0 3 native
  2680   -    2932297    2933142     846 nativebacarc  0 3 native
  2681   -    2933171    2934070     900 nativebacarc  0 3 native
  2682   +    2934198    2934872     675 nativebacarc  0 3 atypical
  2683   +    2935046    2936788    1743 nativebacarc  0 3 native
  2684   -    2936810    2937865    1056 nativebacarc  0 3 native
  2685   -    2937865    2939001    1137 nativebacarc  0 3 native
  2686   -    2939012    2939911     900 nativebacarc  0 3 native
  2687   -    2939959    2940612     654 nativebacarc  0 3 native
  2688   -    2940609    2941196     588 nativebacarc  0 3 native
  2689   -    2941189    2943267    2079 nativebacarc  0 3 native
  2690   +    2943376    2943603     228 native  0 3 native
  2691   -    2943600    2944985    1386 nativebacarc  0 3 native
  2692   +    2945330    2945830     501 nativebacarc  0 3 native
  2693   -    2945847    2946287     441 nativebacarc  0 3 native
  2694   +    2946383    2947111     729 nativebacarc  0 3 native
  2695   -    2947096    2947449     354 nativebacarc  0 3 native
  2696   -    2947462    2947887     426 nativebacarc  0 3 native
  2697   -    2947884    2948552     669 nativebacarc  0 3 native
  2698   +    2948636    2949457     822 nativebacarc  0 3 native
  2699   +    2949593    2950486     894 nativebacarc  0 3 native
  2700   -    2950489    2951283     795 nativebacarc  0 3 native
  2701   -    2951322    2952503    1182 nativebacarc  0 3 native
  2702   -    2952562    2952993     432 nativebacarc  0 3 native
  2703   -    2953507    2954748    1242 nativebacarc  0 3 native
  2704   +    2955163    2955420     258 nativebac  0 3 native
  2705   +    2955767    2956891    1125 nativebacarc  0 3 native
  2706   +    2957040    2957432     393 nativebacarc  0 3 native
  2707   +    2957572    2958870    1299 nativebacarc  0 3 native
  2708   -    2958909    2959148     240 nativebac  0 3 native
  2709   -    2959335    2959820     486 nativebacarc  0 3 atypical
  2710   -    2959847    2960104     258 nativebac  0 3 native
  2711   -    2960105    2962441    2337 nativebac  0 3 native
  2712   +    2962770    2963390     621 nativebacarc  0 3 native
  2713   +    2963586    2964242     657 nativebacarc  0 3 native
  2714   +    2964525    2964851     327 nativebac  0 3 native
  2715   -    2965026    2965358     333 nativebac  0 3 native
  2716   -    2965478    2965837     360 nativebacarc  0 3 native
  2717   +    2965939    2966397     459 nativebacarc  0 3 native
  2718   +    2966533    2966913     381 nativebac  0 3 native
  2719   +    2966910    2968406    1497 nativebacarc  0 3 native
  2720   +    2968707    2968832     126 nativebac  0 3 native
  2721   +    2970123    2970554     432 nativebacarc  0 3 native
  2722   +    2970551    2971549     999 nativebacarc  0 3 native
  2723   +    2971563    2972027     465 nativebacarc  0 3 atypical
  2724   +    2972160    2972486     327 nativebac  0 3 native
  2725   +    2972537    2973421     885 nativebacarc  0 3 native
  2726   -    2973795    2975234    1440 nativebacarc  0 3 native
  2727   -    2975242    2975775     534 nativebacarc  0 3 native
  2728   -    2975928    2976260     333 nativebac  0 3 atypical
  2729   -    2976586    2977002     417 nativebacarc  0 3 atypical
  2730   -    2976989    2977234     246 nativebacarc  0 3 native
  2731   -    2977231    2978658    1428 nativebacarc  0 3 native
  2732   -    2978660    2978941     282 nativebac  0 3 native
  2733   -    2979049    2979246     198 nativebac  0 3 native
  2734   -    2979326    2979661     336 nativebac  0 3 native
  2735   -    2979691    2980818    1128 nativebacarc  0 3 native
  2736   +    2981331    2981489     159 bac  0 3 atypical
  2737   +    2981853    2982086     234 nativebacarc  0 3 native
  2738   +    2982097    2982351     255 nativebacarc  0 3 native
  2739   +    2983071    2983874     804 nativebacarc  0 3 native
  2740   +    2983896    2984654     759 nativebacarc  0 3 native
  2741   +    2984733    2985254     522 nativebacarc  0 3 native
  2742   +    2985283    2985753     471 nativebacarc  0 3 native
  2743   -    2985731    2986840    1110 nativebacarc  0 3 native
  2744   +    2986839    2987615     777 nativebacarc  0 3 native
  2745   +    2987712    2989268    1557 nativebacarc  0 3 native
  2746   +    2989306    2990592    1287 nativebacarc  0 3 native
  2747   +    2990706    2991116     411 nativebac  0 3 native
  2748   -    2991184    2991936     753 nativebacarc  0 3 native
  2749   -    2991933    2992628     696 nativebacarc  0 3 native
  2750   -    2992634    2993947    1314 nativebacarc  0 3 native
  2751   -    2993989    2995062    1074 nativebacarc  0 3 native
  2752   +    2995184    2995945     762 nativebacarc  0 3 atypical
  2753   +    2996003    2996737     735 nativebacarc  0 3 native
  2754   +    2996841    2998055    1215 nativebacarc  0 3 native
  2755   -    2998052    2999968    1917 nativebacarc  0 3 native
  2756   +    3000112    3000609     498 nativebacarc  0 3 native
  2757   +    3000614    3001903    1290 nativebacarc  0 3 native
  2758   +    3001983    3003269    1287 nativebacarc  0 3 native
  2759   -    3003280    3004038     759 nativebacarc  0 3 native
  2760   -    3004035    3004748     714 nativebacarc  0 3 native
  2761   -    3004745    3005650     906 nativebacarc  0 3 native
  2762   -    3005845    3007062    1218 nativebacarc  0 3 native
  2763   -    3007236    3009209    1974 nativebacarc  0 3 native
  2764   +    3009344    3010027     684 nativebacarc  0 3 native
  2765   +    3010024    3010686     663 nativebacarc  0 3 native
  2766   -    3010697    3011368     672 nativebacarc  0 3 native
  2767   -    3011399    3011782     384 nativebac  0 3 native
  2768   +    3011916    3012623     708 nativebac  0 3 native
  2769   -    3012829    3013608     780 nativebacarc  0 3 native
  2770   -    3013683    3014147     465 nativebacarc  0 3 native
  2771   +    3014248    3014658     411 nativebac  0 3 native
  2772   -    3014663    3014965     303 nativebacarc  0 3 native
  2773   +    3015440    3015853     414 nativebacarc  0 3 native
  2774   -    3015863    3016696     834 nativebacarc  0 3 native
  2775   +    3016858    3017655     798 nativebacarc  0 3 native
  2776   -    3017738    3018139     402 native  0 3 native
  2777   +    3018288    3019421    1134 nativebacarc  0 3 atypical
  2778   +    3019476    3019886     411 nativebacarc  0 3 native
  2779   +    3020395    3020511     117 bac  0 3 atypical
  2780   +    3020573    3021547     975 nativebacarc  0 3 native
  2781   -    3021548    3021787     240 nativebacarc  0 3 native
  2782   +    3021857    3022285     429 nativebacarc  0 3 native
  2783   +    3022431    3023432    1002 nativebacarc  0 3 native
  2784   +    3023565    3024257     693 nativebacarc  0 3 native
  2785   -    3024270    3025337    1068 nativebacarc  0 3 native
  2786   +    3025441    3026847    1407 nativebacarc  0 3 native
  2787   +    3027122    3028039     918 nativebacarc  0 3 native
  2788   +    3028098    3029123    1026 nativebacarc  0 3 native
  2789   +    3029172    3029858     687 nativebacarc  0 3 native
  2790   -    3029867    3030385     519 nativebacarc  0 3 native
  2791   -    3030413    3030877     465 nativebac  0 3 native
  2792   -    3031040    3031378     339 nativebac  0 3 native
  2793   +    3031788    3032498     711 nativebacarc  0 3 native
  2794   -    3032520    3034598    2079 nativebacarc  0 3 native
  2795   +    3034909    3036102    1194 nativebacarc  0 3 native
  2796   -    3036131    3037291    1161 nativebacarc  0 3 native
  2797   -    3037427    3038857    1431 nativebacarc  0 3 native
  2798   -    3038931    3039800     870 nativebacarc  0 3 native
  2799   -    3039825    3040760     936 nativebacarc  0 3 native
  2800   -    3040766    3041458     693 nativebacarc  0 3 native
  2801   -    3041570    3042475     906 nativebacarc  0 3 native
  2802   +    3043128    3044378    1251 nativebacarc  0 3 native
  2803   -    3044375    3044995     621 nativebacarc  0 3 native
  2804   -    3044986    3046524    1539 nativebacarc  0 3 native
  2805   -    3047560    3048438     879 nativebacarc  0 3 atypical
  2806   -    3048562    3049098     537 nativebacarc  0 3 native
  2807   -    3049052    3051199    2148 nativebacarc  0 3 atypical
  2808   +    3051619    3051792     174 nativebac  0 3 native
  2809   -    3051806    3052012     207 nativebac  0 3 native
  2810   -    3052023    3053189    1167 nativebacarc  0 3 native
  2811   +    3053233    3053682     450 nativebacarc  0 3 native
  2812   +    3053914    3055491    1578 nativebacarc  0 3 native
  2813   -    3055515    3055658     144 nativebac  0 3 native
  2814   +    3055806    3056015     210 nativebac  0 3 native
  2815   +    3056019    3056423     405 nativebacarc  0 3 native
  2816   -    3056420    3057232     813 nativebac  0 3 native
  2817   -    3057251    3058063     813 nativebacarc  0 3 native
  2818   -    3058193    3058549     357 nativebacarc  0 3 native
  2819   -    3058602    3059201     600 nativebacarc  0 3 native
  2820   +    3059262    3059786     525 nativebacarc  0 3 native
  2821   -    3059855    3062158    2304 nativebacarc  0 3 native
  2822   +    3062505    3062819     315 nativebacarc  0 3 atypical
  2823   +    3062816    3063634     819 nativebacarc  0 3 native
  2824   +    3063638    3064528     891 nativebacarc  0 3 native
  2825   -    3064515    3066191    1677 nativebacarc  0 3 native
  2826   -    3066222    3067124     903 nativebacarc  0 3 native
  2827   -    3067193    3067954     762 nativebacarc  0 3 native
  2828   -    3067972    3068067      96 native  0 3 native
  2829   -    3068461    3070083    1623 nativebacarc  0 3 atypical
  2830   -    3070170    3070586     417 nativebacarc  0 3 native
  2831   -    3070583    3070810     228 nativebac  0 3 native
  2832   -    3070875    3071270     396 nativebacarc  0 3 native
  2833   -    3071267    3071536     270 nativebacarc  0 3 atypical
  2834   -    3071546    3072640    1095 nativebacarc  0 3 native
